Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views
1.39E+15,1.00E+14,Adelaide Nepal,"Room Available in Plympton/Anzac Highway

2 mins walk to bus stop.
4 mins walk to Indian grocery, coles and aldi.
Big bright room with built-in mirror wardrobe 
Perfect for someone who don’t drive as all the amenities are in walking distance
It is a newly built townhouse hence looking for someone who contributes in the cleanliness of the space.
Priority to someone who can move in quick.

Please Text Only on 0420 947 574 if you are interested and need further informations/photoes.
Cheers.",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0XWJJBLEXMU9a4a54Q8sWxfUbX7qTufiKXp45ajdZcgWPBw7y3Se7zss66aJi6iFil,0,0,Text,,,,,Lifetime,1760
1.39E+15,1.00E+14,Adelaide Nepal,"आज २०८३ बैशाख १ तदनुसार अप्रिल १४ मंगलवार हुँदै गरेको एडिलेड नेपाली समाजको वार्षिक कार्यक्रम, नयाँ वर्ष २०८३ को शुभकामना आदान–प्रदान तथा “अभिभावक वनभोज” मा
एडिलेडवासी सम्पूर्ण नेपाली समुदायलाई कार्यक्रममा उपस्थितिका लागि हार्दिक निमन्त्रणा गर्दछौँ।
Adelaide Nepali Samaj Australia",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0SuiYkcvfCkcWj4h2vZXgypsLpzpwhtLLnZmrqTxswnUyKt63AhF1TiTdCbmbNaccl,0,0,Photos,,,,,Lifetime,1552
1.39E+15,1.00E+14,Adelaide Nepal,"🌟Simply Delishaas is  Hiring* 🌟
 
We’re looking for an experienced food & kitchen assistant to join our friendly team at Simply Delishaas!

✨ Position: Casual
🗓 Thursday to Sunday
🕓 5 PM – 12 PM
📍 615 Regency Road, Broadview SA 5083
🍴 Hands-on role in food prep, cooking, and customer service

📩 To apply: Call or message +61 490 088 533",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid02ikPfSErfDX2CZv5HaBbsWgpDfM1q5pkCaZRgzTFfiCxmp8KRv2no67kriisTpft1l,0,0,Text,,,,,Lifetime,4756
1.39E+15,1.00E+14,Adelaide Nepal,"Room available for a couple at Clovelly Park, 5042 
- 5 minutes walk to South Road bus stop
- 10 minutes walk to Train Station
- Perfect location for students studying in Flinders University
- Kind, generous, and chill housemates
-$250 per week excluding bills
Contact: 0451301357",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid02zZYAEF7yfUuHtyuCMJUGWPDNBQM3mFDRhjx1PFWbsh6XQAr4cwfNVjsXkFPTw9KBl,0,0,Text,,,,,Lifetime,3544
1.39E+15,1.00E+14,Adelaide Nepal,"Room available for rent !!
Hi, we are couple living in Campbelltown. We have a room available for couple or single to share. Property is 5-7 minutes away from bus stops and around 10 minutes walking distance from groceries. Please contact 0414248697 for more details. Room available ASAP
Thank you😊",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0nLf1ux333n3PpUdu4pznYCs46gPLzCunGEYGxsqy5Mqo4CitV2NYGnHZ2HrdYfFKl,0,0,Text,,,,,Lifetime,1351
1.39E+15,1.00E+14,Adelaide Nepal,"Room available for a single person in a spacious 3 Bedroom house with separate toilet and bulitin wardrobe. Fully furnished.Location is Firle. Easy 2 minute walk to bustop, 10 minutes drive to city and 2 min to Coles, Kmart and many asian supermart.Room will be available from 28 April so If anyone is interested then text me on this number for more details.0410730209",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid058bMEZfKgajRtbVnv44NzErESta6MwqcFfN9YxcYUJMZYuf1yHMtw7KR7PSa8i5Sl,0,0,Text,,,,,Lifetime,1687
1.39E+15,1.00E+14,Adelaide Nepal,"A fully furnished room is available for female , near tea tree plaza.
Curtin Avenue st Agnes 5097. Rent..170..( Including bills) 
message or call 0484379941",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0bD1HLYQLgyHaGVtjX3mK836umKjeS8sUAgM5jBzjUSdLBYh6hHTM6qi7uZBmL19el,0,0,Text,,,,,Lifetime,1009
1.39E+15,1.00E+14,Adelaide Nepal,"🚨 EVENING WORK WANTED – AVAILABLE AFTER 3 PM 🚨

I’m currently seeking evening employment and can start straight away. I bring experience in customer service, front of house, factory work, fruit packing, and cleaning. I am a dependable and hardworking person who works well under pressure, pays attention to detail, and takes pride in delivering quality work. I am physically fit, quick to learn, and able to adapt to different roles. Open to cleaning, hospitality, factory, or general labour positions. If you have any opportunities available, please contact me on 0493 435 890.",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0f3U27NoFn4K2XmtHv6nNjQFeTWUL3c85cSJ6FjEw46S4XaB68xvtzPgPxCDxsigDl,0,0,Text,,,,,Lifetime,4977
1.39E+15,1.00E+14,Adelaide Nepal,"🏡 Room for Rent – Plympton Park
1 furnished room available for a couple in a clean and convenient 3-bedroom house.

📍 Location Highlights:
 • 1 mins walk to bus stop
 Grocery Store
       .      2 min drive to Everest and drakes supermarket
 • 5 mins drive to Royal Indian Grocery Store

👫 Looking for:
 • Non-smoking only 
 • Clean and respectful tenants

📱 Text: 0406270626 for more details or to arrange an inspection.",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid02nMJxjwfXBpHdJhutCEMeZDB4z1aaKXgdtnCRuLxhYxmoiRtkggzfhU5B8LUBR7APl,0,0,Text,,,,,Lifetime,1994
1.39E+15,1.00E+14,Adelaide Nepal,Room available for single girl in three bedroom house at Camden Park. Available from 21 April. If anyone interested pls message on 0412567550.,,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid01JgHNk3HEeGoX9Bkhhhf8Q22VBmWnasiGfmxX5WNdnmLVoZDB9sRZc3tTWC2ZXmel,0,0,Text,,,,,Lifetime,799
1.39E+15,1.00E+14,Adelaide Nepal,"One bedroom available for a girl in Kilburn.
8 mins walk to the train station, 2 mins drive to amenities like Coles, Costco and other shops. 

Please reach out on 0426719554.

Thank you",,0,"Monday, April 13, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid02womGcyaoJTiAYGAPQamB1Gorsj2fcbABhSy9UpyPWKgRAay1ZKSRMtPmfW4ZYXz4l,0,0,Text,,,,,Lifetime,1359
1.39E+15,1.00E+14,Adelaide Nepal,"Hello looking for recommendations for any licensed plumbers in our community
Please text me on 0451227326
Thanks",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid02sp8SFt9iPQiVEtrVGtKyh6GjTit5P7BQ2kSEXqKdrMd1wRuLDpmcR3VTrGXGFrMXl,0,0,Text,,,,,Lifetime,1531
1.39E+15,1.00E+14,Adelaide Nepal,"Hi 

looking for a full time worker in construction .
Must have whitecard and first aid course 

Please call or text on 0430390193

Thank you",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0yXFkPbQYdo7UH3hj6v1G7BXHbyhVhFpV2821CjoqTu1tprRiBF3ojC9SPQ9ZXvXil,0,0,Text,,,,,Lifetime,1174
1.39E+15,1.00E+14,Adelaide Nepal,"If you can post this it would be really appreciated.

Hi

Just want to know if anyone is going to Nepal from Adelaide tomorrow through Malaysia Airlines. My parents are going back  and they need assistance to find gate in Malaysia airport.

Thank you ☺️Contact details 0424151338",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0bnKEXbEhgZLEsatmD6Jnz678uwuBAjwut35HdeKdQS9aLzduypCoKpBoVXZQqibpl,0,0,Text,,,,,Lifetime,1286
1.39E+15,1.00E+14,Adelaide Nepal,"🛏️ Couple Room for Rent — Holden Hill, SA

Spacious furnished room with built-in wardrobe.
Close to bus stops, easy access to shops, and just 20 mins to the city by car.

📍 Quiet, convenient location
📞 Call or text: 0410 383 322",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid037NzFN71uHxbp12ZbDhyrRjBsi4BGR5hLaPPy9wAQmiNQgcL6dEaQKQjfGrpUokv7l,0,0,Text,,,,,Lifetime,964
1.39E+15,1.00E+14,Adelaide Nepal,"Hi everyone,

I’m currently looking for a job. I have experience in retail customer service, hold a full Australian driver’s licence, and am available to start immediately.

Please contact me at 0494 081 465 if you have any opportunities.

Thank you.",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid034vaSkbCgrjXT3izFhgE3EtT5UZ2k4m9YmFFf1ha8JAsr8Uu47Ce8JWAW66HrKuyWl,0,0,Text,,,,,Lifetime,1276
1.39E+15,1.00E+14,Adelaide Nepal,"A private room with separate bathroom is available in a brand new house located in Elizabeth North.

✨ Features:
• Built-in wardrobe
• Separate/private bathroom
• Brand new clean house
• Quiet and comfortable environment

📍 Location: Elizabeth North
🛒 Only 2 minutes drive to Munno Para Shopping City
🏬 Just 5 minutes to Elizabeth City Centre
🚗 Close to shops, transport, and other amenities.

Suitable for a clean and respectful working person or student.
Contact me on 0451150751",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid024rKVj9JjvW97xyk7RKdU5StHTZ1a84ccqm6LJjrVqVhDWuApeWUK76TzduY8FPQ1l,0,0,Text,,,,,Lifetime,1496
1.39E+15,1.00E+14,Adelaide Nepal,"One room available for Single in 3BHK in Enfield.
The room has a built in wardrobe with sliding mirror doors and a mattress.

Rent: $200 excluding bills

Preferably vegetarian 

Available from now

Message at 0494063393 for more details and photos.

1 min walk from Ekam groceries and Indian plaza. 1 min walk to bus stop on main North road.

Clean and tidy house with ample parking and storage",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0kg1G8b6VSiHr1gNyJq9Xud8j5ErZSPHccTijB3aTXsk5CsErrC8fSdkUHeKHcwB6l,0,0,Text,,,,,Lifetime,1468
1.39E+15,1.00E+14,Adelaide Nepal,"Hi everyone, I’m currently looking for an evening job. I have around 1 year of experience working in hospitality, including front-of-house and cashier roles. I’m confident in handling customer service, payments, and general operations.  

I’m open to opportunities in hospitality, retail, or similar fields. Please let me know if there are any suitable positions available.  
Hi everyone, I’m currently looking for an evening job. I have around 1 year of experience working in hospitality, including front-of-house and cashier roles. I’m confident in handling customer service, payments, and general operations.  

I’m open to opportunities in hospitality, retail, or similar fields. Please let me know if there are any suitable positions available.  
You can contact in this number 
0478372242
Thank you!",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0ztKhYKqNmyaopJKJN1Kv3XsYXHyTncZXhuyroBLrVrDwP7pUY6FZ9dBSpNAF2gEbl,0,0,Text,,,,,Lifetime,1373
1.39E+15,1.00E+14,Adelaide Nepal,"3 Bedroom House for Rent – Reynella

A comfortable 3-bedroom house located in Reynella is available from 19 April. The property includes 1 bathroom with a separate toilet, making it convenient for families or shared living.

The house is in a good condition and convenient location, close to the bus stop and shopping centre, making daily travel and shopping easy.

Available from: 20 April
Location: Reynella
Rent is 620$ per week 
35min drive to city
2 car park space 
Contact number :0415857908
Text only",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid02NBALutd5rJuf8h89tbDM3wcim9ZAGrB2eBWdfPqHdHoe6RpPWyGo9ANZKBWxxXYVl,0,0,Text,,,,,Lifetime,2818
1.39E+15,1.00E+14,Adelaide Nepal,"Hi,
Is anyone coming to Adelaide from Kathmandu on 25th April via Malaysian airlines? Departure from Kathmandu is 1pm and arrival to Adelaide is 7am on 26th April. Koi hununcha vane mero mommy audai hununcha eklai so she need help. So please let me know if anyone is travelling on the same day.
Thank you",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid0UdCzVFVLx2kGxojhj9FZtUYBioghBQw8r1m9WtHs6Q3NCN4rGu8JJ5iRV65Z1nH9l,0,0,Text,,,,,Lifetime,1078
1.39E+15,1.00E+14,Adelaide Nepal,"🏡 Affordable Room for Rent – Edwardstown!!

A clean and convenient room is available for a single girl in a friendly and peaceful home, shared with another Girl.

✨ Property Details:
• Semi-furnished house
• Rent: $145 per week (all bills included)
• Great location in Edwardstown
• Just 5 minutes walk to bus stop 🚍
• Only 8 minutes to train station 🚆
• Available from 18/04/2026

📞 Contact: Call or message to arrange an inspection – 0416064085",,0,"Sunday, April 12, 2026",N/A,https://www.facebook.com/adelaidenepals/posts/pfbid02oVGoxMXPvd66FxCsjTxCHRKmbQRpjA9h5z6vFjDuv6HxMkUfeadyK5toALjJnTd9l,0,0,Text,,,,,Lifetime,2664
